ObjId,range,speed,angle,snr,Kstate,OboCarSpeed,heigh,heighAngle,X,Y,EstimateCarSpeed,EstimateMagCarSpeed,RCS,WheelSpdFl,WheelSpdFR,WheelSpdRL,WheelSpdRR,YawRate,frameIntervalTimeZ4,SelfCalcAngle,SenceFlag,SortFlag,trkReiablility,RadiusCurvature,Xaccel,Yaccel,noise,using,DbfMag,FrameIntervalTime,installAngleOffset,VehLatAcc,VehLongAcc,matchFlag,tag,deltaRange,clusterID,idx,objLen,weight,MeasCounter,MAtr,SteeringAngle,SteeringAngleSpd,EstCarSpeed,Gear,isDmlMode,waveType,sideSlobe0,sideSlobe1,sideSlobe2,peakNum1,peakNum2,AlgTeam,ObstacleProb,scene,errorCode,FlagJam,FlagTunnelFence,FlagFenceScene,FlagBarnScene
START,FrameNb:0,CameraNb:0,HeSaiNb:0,ARS410Nb:0
2025/11/20 18:41:28:418---->
heightOffset:0,1763635288418,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0,Polynom:0;0;0;0;0;0;0;0;0;0;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0,servCaliAngleHrz_H:0,servCaliAnglePit_H:0
0,14.48,-63.76,44.4,15.3,0,32.1558,0,0,1.14402e-31,0,0,0,-12,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,59,0,0,-0.1275,0.3145,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
1,15.4,-65.78,39.3,26,0,32.1558,0,-1,0,0,0,0,-2,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,71,0,0,-0.1275,0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2,15.2,-65.36,40.4,22.9,0,32.1558,0,-1,0,0,0,0,-6,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,68,0,0,-0.1275,0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
3,41.6,-31.18,-25.8,22.4,0,32.1558,0,-12,0,0,0,0,3,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,65,0,0,-0.1275,0.3145,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
4,57.04,-31.54,-29.8,23.6,0,32.1558,0,-11,0,0,0,0,-4,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,65,0,0,-0.1275,0.3145,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
5,57.9,1.54,3.5,39.8,0,32.1558,0,1,0,0,0,0,13,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,81,0,0,-0.1275,0.3145,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
6,58.12,1,2.3,17.8,0,32.1558,0,-14,0,0,0,0,-9,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,59,0,0,-0.1275,0.3145,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
7,58.04,1.22,-8.9,19,0,32.1558,0,-10,0,0,0,0,-8,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,60,0,0,-0.1275,0.3145,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
8,58.5,0.74,4.5,21.4,0,32.1558,0,2,0,0,0,0,-8,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,63,0,0,-0.1275,0.3145,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
9,58.46,1.7,-10.5,18.8,0,32.1558,0,-10,0,0,0,0,-6,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,60,0,0,-0.1275,0.3145,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
10,58.46,1.48,4.2,36.6,0,32.1558,0,2,0,0,0,0,9,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,78,0,0,-0.1275,0.3145,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
11,60.64,1.56,3.7,19,0,32.1558,0,0,0,0,0,0,-8,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,60,0,0,-0.1275,0.3145,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
12,73.72,-3.36,0.3,37.2,0,32.1558,0,1,0,0,0,0,13,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,78,0,0,-0.1275,0.3145,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
13,102.44,-32.42,-1.3,18.6,0,32.1558,0,1,0,0,0,0,3,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,59,0,0,-0.1275,0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
14,142.6,-32.42,-1.1,18.1,0,32.1558,0,1,0,0,0,0,-1,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,58,0,0,-0.1275,0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
15,152.62,-32.44,-0.9,17.6,0,32.1558,0,1,0,0,0,0,4,0,0,0,0,0.195835,0,0,0,0,0,0,0,0,0,0,57,0,0,-0.1275,0.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
